0,1,2,3,4,5,6,7,8,9,10
0.066651850938797,0.08077501505613327,0.06050024554133415,0.06306906044483185,0.07503559440374374,0.09449604153633118,0.08629270642995834,0.06479331105947495,0.09446915984153748,0.17059014737606049,0.10690493136644363
0.05456536263227463,0.06934856623411179,0.061758317053318024,0.05636081099510193,0.06683111190795898,0.07233626395463943,0.08677835762500763,0.11000055074691772,0.0809057429432869,0.05817306414246559,0.12657825648784637
0.057442694902420044,0.05543913319706917,0.07494047284126282,0.06523913890123367,0.06950221955776215,0.10365159809589386,0.08236365765333176,0.09771320968866348,0.06814008206129074,0.10246521234512329,0.0637170597910881
0.05541139841079712,0.08685950934886932,0.04275797680020332,0.055826522409915924,0.08237235993146896,0.08528279513120651,0.05535050854086876,0.0702458843588829,0.10340741276741028,0.08463756740093231,0.06662111729383469
0.05945757031440735,0.060157787054777145,0.04124072939157486,0.06237518787384033,0.08220595121383667,0.0786052867770195,0.08433164656162262,0.0931616872549057,0.11045603454113007,0.11508749425411224,0.08884862810373306
0.07801170647144318,0.05891146883368492,0.07471857964992523,0.09116106480360031,0.08398904651403427,0.09866669774055481,0.07629106193780899,0.07113546133041382,0.10351502150297165,0.10676669329404831,0.07261542975902557
0.07187491655349731,0.055333878844976425,0.056602224707603455,0.08339817076921463,0.06555953621864319,0.08629999309778214,0.07322821021080017,0.06766442954540253,0.05170449987053871,0.09730169922113419,0.074238121509552
0.07098907232284546,0.08246701210737228,0.0712246522307396,0.09214145690202713,0.07894684374332428,0.06843041628599167,0.07878512889146805,0.09559605270624161,0.05960524454712868,0.07599738985300064,0.08949072659015656
0.0531078577041626,0.09069283306598663,0.0693432167172432,0.05821920558810234,0.07494928687810898,0.09132061898708344,0.05526580661535263,0.0588570237159729,0.09747682511806488,0.10106033831834793,0.14249959588050842
0.08148960769176483,0.07279703766107559,0.049587495625019073,0.06658042967319489,0.07817764580249786,0.06727340072393417,0.09666533023118973,0.11320503801107407,0.07323763519525528,0.08863536268472672,0.11794701218605042
